user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,Tenure_Group,Usage_Group,Payment_Risk
1646,"2023-08-16 00:00:00",Basic,199,24.8,1,2,9,51,Yes,"6-12 Months","High Usage","No/Low Delay"
1647,"2024-06-09 00:00:00",Premium,699,8.5,8,2,5,17,Yes,"0-6 Months","Medium Usage","No/Low Delay"
1648,"2024-12-23 00:00:00",Premium,699,17.8,5,0,5,27,Yes,"0-6 Months","High Usage","No/Low Delay"
1649,"2023-02-06 00:00:00",Premium,699,5.2,8,5,21,53,No,"1+ Year","Medium Usage","High Delay"
1650,"2024-04-26 00:00:00",Premium,699,6.5,6,1,1,43,Yes,"0-6 Months","Medium Usage","No/Low Delay"
1651,"2023-04-01 00:00:00",Basic,199,20.4,7,2,32,8,Yes,"1+ Year","High Usage","No/Low Delay"
1652,"2024-12-28 00:00:00",Premium,699,0.6,1,3,14,35,Yes,"1+ Year","Low Usage","High Delay"
1653,"2023-08-29 00:00:00",Basic,199,10.7,4,4,3,24,Yes,"0-6 Months","Medium Usage","High Delay"
1654,"2023-10-27 00:00:00",Premium,699,12.4,2,2,23,53,Yes,"1+ Year","Medium Usage","No/Low Delay"
1655,"2023-10-30 00:00:00",Premium,699,12.5,6,4,32,22,Yes,"1+ Year","Medium Usage","High Delay"
1656,"2024-11-09 00:00:00",Basic,199,3.3,4,3,15,28,Yes,"1+ Year","Low Usage","High Delay"
1657,"2024-02-12 00:00:00",Standard,399,4.8,5,5,8,7,Yes,"6-12 Months","Low Usage","High Delay"
1658,"2023-08-29 00:00:00",Premium,699,19.5,7,3,9,38,Yes,"6-12 Months","High Usage","High Delay"
1659,"2023-11-27 00:00:00",Basic,199,7.1,3,3,19,3,No,"1+ Year","Medium Usage","High Delay"
1660,"2023-02-25 00:00:00",Standard,399,10.6,7,3,21,25,Yes,"1+ Year","Medium Usage","High Delay"
1661,"2024-04-03 00:00:00",Standard,399,18.3,5,5,32,52,Yes,"1+ Year","High Usage","High Delay"
1662,"2023-04-23 00:00:00",Standard,399,14.5,2,4,15,13,No,"1+ Year","Medium Usage","High Delay"
1663,"2024-01-24 00:00:00",Premium,699,3.7,8,0,22,60,Yes,"1+ Year","Low Usage","No/Low Delay"
1664,"2023-08-04 00:00:00",Basic,199,22.8,8,0,22,41,Yes,"1+ Year","High Usage","No/Low Delay"
1665,"2023-08-23 00:00:00",Standard,399,5.4,2,4,35,25,No,"1+ Year","Medium Usage","High Delay"
1666,"2023-09-12 00:00:00",Standard,399,22.8,5,3,11,13,No,"6-12 Months","High Usage","High Delay"
1667,"2024-05-11 00:00:00",Basic,199,21.2,8,0,3,32,Yes,"0-6 Months","High Usage","No/Low Delay"
1668,"2023-09-11 00:00:00",Basic,199,7.4,0,1,11,40,No,"6-12 Months","Medium Usage","No/Low Delay"
1669,"2023-10-04 00:00:00",Basic,199,18.9,6,5,18,25,Yes,"1+ Year","High Usage","High Delay"
1670,"2024-07-08 00:00:00",Basic,199,2.3,6,0,5,0,No,"0-6 Months","Low Usage","No/Low Delay"
1671,"2023-11-16 00:00:00",Premium,699,2.8,6,1,10,53,Yes,"6-12 Months","Low Usage","No/Low Delay"
1672,"2023-04-13 00:00:00",Standard,399,13.1,0,2,28,17,No,"1+ Year","Medium Usage","No/Low Delay"
1673,"2024-07-28 00:00:00",Standard,399,9.7,6,0,31,14,No,"1+ Year","Medium Usage","No/Low Delay"
1674,"2024-05-23 00:00:00",Standard,399,7.5,8,4,31,15,Yes,"1+ Year","Medium Usage","High Delay"
1675,"2024-08-14 00:00:00",Premium,699,23.8,8,5,26,6,Yes,"1+ Year","High Usage","High Delay"
1676,"2024-10-20 00:00:00",Basic,199,19.4,7,2,26,30,Yes,"1+ Year","High Usage","No/Low Delay"
1677,"2024-05-16 00:00:00",Standard,399,4,1,0,22,35,Yes,"1+ Year","Low Usage","No/Low Delay"
1678,"2024-08-03 00:00:00",Premium,699,2.6,6,4,16,53,Yes,"1+ Year","Low Usage","High Delay"
1679,"2023-06-04 00:00:00",Basic,199,19.3,4,3,4,19,No,"0-6 Months","High Usage","High Delay"
1680,"2024-07-29 00:00:00",Basic,199,17.4,6,0,21,17,No,"1+ Year","High Usage","No/Low Delay"
1681,"2024-06-10 00:00:00",Standard,399,12.7,3,2,35,29,No,"1+ Year","Medium Usage","No/Low Delay"
1682,"2023-01-14 00:00:00",Premium,699,23.1,6,5,6,4,Yes,"6-12 Months","High Usage","High Delay"
1683,"2023-04-27 00:00:00",Basic,199,18.8,2,1,34,28,No,"1+ Year","High Usage","No/Low Delay"
1684,"2024-07-14 00:00:00",Basic,199,12.6,8,3,28,8,No,"1+ Year","Medium Usage","High Delay"
1685,"2024-11-23 00:00:00",Standard,399,0.7,1,3,26,18,No,"1+ Year","Low Usage","High Delay"
1686,"2023-10-25 00:00:00",Standard,399,8.4,5,4,34,41,Yes,"1+ Year","Medium Usage","High Delay"
1687,"2024-04-18 00:00:00",Premium,699,20.2,5,4,14,38,Yes,"1+ Year","High Usage","High Delay"
1688,"2024-04-30 00:00:00",Basic,199,23.2,2,1,22,33,No,"1+ Year","High Usage","No/Low Delay"
1689,"2023-01-06 00:00:00",Basic,199,10.7,2,3,21,4,No,"1+ Year","Medium Usage","High Delay"
1690,"2023-03-04 00:00:00",Standard,399,5.4,1,4,13,29,Yes,"1+ Year","Medium Usage","High Delay"
1691,"2023-08-20 00:00:00",Premium,699,15.1,1,2,30,40,Yes,"1+ Year","High Usage","No/Low Delay"
1692,"2024-03-12 00:00:00",Standard,399,23.2,4,2,1,52,No,"0-6 Months","High Usage","No/Low Delay"
1693,"2024-11-06 00:00:00",Premium,699,9.5,6,2,20,35,Yes,"1+ Year","Medium Usage","No/Low Delay"
1694,"2023-09-27 00:00:00",Basic,199,15,1,5,5,13,Yes,"0-6 Months","Medium Usage","High Delay"
1695,"2023-12-05 00:00:00",Premium,699,3.6,8,4,7,41,Yes,"6-12 Months","Low Usage","High Delay"
1696,"2023-08-26 00:00:00",Premium,699,24.2,7,1,18,10,Yes,"1+ Year","High Usage","No/Low Delay"
1697,"2023-01-01 00:00:00",Basic,199,23.3,2,1,6,10,No,"6-12 Months","High Usage","No/Low Delay"
1698,"2024-03-11 00:00:00",Standard,399,22.5,0,1,5,32,No,"0-6 Months","High Usage","No/Low Delay"
1699,"2024-01-22 00:00:00",Premium,699,8.5,8,0,31,15,No,"1+ Year","Medium Usage","No/Low Delay"
1700,"2024-09-11 00:00:00",Standard,399,9.2,8,2,31,33,Yes,"1+ Year","Medium Usage","No/Low Delay"
1701,"2024-07-27 00:00:00",Basic,199,23.7,4,5,11,9,No,"6-12 Months","High Usage","High Delay"
1702,"2024-03-21 00:00:00",Standard,399,17.5,4,5,32,7,No,"1+ Year","High Usage","High Delay"
1703,"2024-03-10 00:00:00",Premium,699,4.9,5,3,23,49,Yes,"1+ Year","Low Usage","High Delay"
1704,"2023-01-11 00:00:00",Basic,199,22,3,3,36,23,Yes,"1+ Year","High Usage","High Delay"
1705,"2023-04-07 00:00:00",Basic,199,9.3,3,0,29,37,Yes,"1+ Year","Medium Usage","No/Low Delay"
1706,"2023-10-09 00:00:00",Standard,399,12.8,0,4,17,17,Yes,"1+ Year","Medium Usage","High Delay"
1707,"2024-08-08 00:00:00",Premium,699,10.3,4,2,31,40,Yes,"1+ Year","Medium Usage","No/Low Delay"
1708,"2024-10-25 00:00:00",Basic,199,24.9,7,3,31,11,Yes,"1+ Year","High Usage","High Delay"
1709,"2024-12-23 00:00:00",Premium,699,1.4,0,4,7,57,Yes,"6-12 Months","Low Usage","High Delay"
1710,"2023-05-03 00:00:00",Premium,699,21.8,2,0,12,26,No,"6-12 Months","High Usage","No/Low Delay"
1711,"2023-10-12 00:00:00",Basic,199,16.1,0,2,29,6,No,"1+ Year","High Usage","No/Low Delay"
1712,"2024-08-23 00:00:00",Basic,199,8.7,5,5,2,10,No,"0-6 Months","Medium Usage","High Delay"
1713,"2023-03-04 00:00:00",Premium,699,13.2,6,3,24,53,Yes,"1+ Year","Medium Usage","High Delay"
1714,"2023-06-26 00:00:00",Basic,199,20.7,8,1,13,46,Yes,"1+ Year","High Usage","No/Low Delay"
1715,"2024-10-12 00:00:00",Standard,399,7.3,3,5,3,32,Yes,"0-6 Months","Medium Usage","High Delay"
1716,"2024-08-04 00:00:00",Premium,699,8.1,8,2,1,7,Yes,"0-6 Months","Medium Usage","No/Low Delay"
1717,"2023-07-06 00:00:00",Premium,699,14.4,7,0,6,7,No,"6-12 Months","Medium Usage","No/Low Delay"
1718,"2024-10-15 00:00:00",Premium,699,5,0,1,6,50,Yes,"6-12 Months","Medium Usage","No/Low Delay"
1719,"2023-07-15 00:00:00",Standard,399,2.5,3,2,30,53,Yes,"1+ Year","Low Usage","No/Low Delay"
1720,"2023-05-24 00:00:00",Premium,699,8.1,6,5,9,18,Yes,"6-12 Months","Medium Usage","High Delay"
1721,"2023-10-30 00:00:00",Premium,699,10.6,3,2,21,56,Yes,"1+ Year","Medium Usage","No/Low Delay"
1722,"2024-10-19 00:00:00",Standard,399,7,7,2,29,37,Yes,"1+ Year","Medium Usage","No/Low Delay"
1723,"2024-01-30 00:00:00",Premium,699,20.8,2,0,29,60,No,"1+ Year","High Usage","No/Low Delay"
1724,"2023-10-23 00:00:00",Basic,199,14.4,6,2,35,41,No,"1+ Year","Medium Usage","No/Low Delay"
1725,"2023-10-03 00:00:00",Basic,199,17.6,8,4,22,53,Yes,"1+ Year","High Usage","High Delay"
1726,"2023-04-29 00:00:00",Basic,199,19.4,4,1,33,29,Yes,"1+ Year","High Usage","No/Low Delay"
1727,"2024-01-22 00:00:00",Premium,699,12.1,7,4,12,20,Yes,"6-12 Months","Medium Usage","High Delay"
1728,"2023-01-09 00:00:00",Premium,699,8.4,1,5,3,22,No,"0-6 Months","Medium Usage","High Delay"
1729,"2024-01-02 00:00:00",Basic,199,12.1,5,5,27,57,Yes,"1+ Year","Medium Usage","High Delay"
1730,"2024-04-12 00:00:00",Standard,399,11.9,2,0,11,28,No,"6-12 Months","Medium Usage","No/Low Delay"
1731,"2024-09-07 00:00:00",Premium,699,18.4,7,1,28,16,No,"1+ Year","High Usage","No/Low Delay"
1732,"2024-06-03 00:00:00",Standard,399,17.1,4,0,31,59,No,"1+ Year","High Usage","No/Low Delay"
1733,"2023-06-17 00:00:00",Basic,199,10.9,4,4,27,25,Yes,"1+ Year","Medium Usage","High Delay"
1734,"2023-05-23 00:00:00",Premium,699,23.1,8,1,11,60,No,"6-12 Months","High Usage","No/Low Delay"
1735,"2023-05-25 00:00:00",Basic,199,19.8,0,0,22,19,No,"1+ Year","High Usage","No/Low Delay"
1736,"2023-06-26 00:00:00",Standard,399,10.2,7,0,30,42,Yes,"1+ Year","Medium Usage","No/Low Delay"
1737,"2023-09-08 00:00:00",Standard,399,2.5,3,1,20,27,Yes,"1+ Year","Low Usage","No/Low Delay"
1738,"2023-04-13 00:00:00",Basic,199,21.2,5,0,36,30,Yes,"1+ Year","High Usage","No/Low Delay"
1739,"2024-04-19 00:00:00",Standard,399,17.3,3,3,36,42,Yes,"1+ Year","High Usage","High Delay"
1740,"2023-05-17 00:00:00",Premium,699,19.2,1,3,16,8,Yes,"1+ Year","High Usage","High Delay"
1741,"2023-12-22 00:00:00",Standard,399,22.5,6,4,21,25,Yes,"1+ Year","High Usage","High Delay"
1742,"2024-05-28 00:00:00",Standard,399,5.9,2,1,2,23,No,"0-6 Months","Medium Usage","No/Low Delay"
1743,"2023-08-05 00:00:00",Basic,199,22.9,3,1,26,31,Yes,"1+ Year","High Usage","No/Low Delay"
1744,"2023-10-19 00:00:00",Standard,399,2.8,6,5,28,11,Yes,"1+ Year","Low Usage","High Delay"
1745,"2024-03-07 00:00:00",Standard,399,17,7,0,25,16,No,"1+ Year","High Usage","No/Low Delay"
1746,"2023-12-21 00:00:00",Basic,199,10.3,8,0,11,29,No,"6-12 Months","Medium Usage","No/Low Delay"
1747,"2024-08-11 00:00:00",Premium,699,16.6,6,0,7,10,No,"6-12 Months","High Usage","No/Low Delay"
1748,"2024-02-16 00:00:00",Premium,699,17.3,0,3,25,41,No,"1+ Year","High Usage","High Delay"
1749,"2024-04-06 00:00:00",Standard,399,7.9,4,5,4,40,Yes,"0-6 Months","Medium Usage","High Delay"
1750,"2023-07-03 00:00:00",Premium,699,19.6,5,4,24,23,Yes,"1+ Year","High Usage","High Delay"
1751,"2024-12-25 00:00:00",Standard,399,19.1,1,1,35,0,No,"1+ Year","High Usage","No/Low Delay"
1752,"2023-02-10 00:00:00",Premium,699,5.3,7,3,17,3,Yes,"1+ Year","Medium Usage","High Delay"
1753,"2024-03-11 00:00:00",Basic,199,11.8,0,4,32,43,Yes,"1+ Year","Medium Usage","High Delay"
1754,"2024-01-01 00:00:00",Standard,399,19.3,0,4,19,17,Yes,"1+ Year","High Usage","High Delay"
1755,"2024-01-01 00:00:00",Standard,399,11.4,4,5,2,2,No,"0-6 Months","Medium Usage","High Delay"
1756,"2023-04-07 00:00:00",Premium,699,13.5,6,1,3,11,Yes,"0-6 Months","Medium Usage","No/Low Delay"
1757,"2024-12-06 00:00:00",Basic,199,16,6,2,10,22,No,"6-12 Months","High Usage","No/Low Delay"
1758,"2023-12-01 00:00:00",Premium,699,23,8,4,16,29,Yes,"1+ Year","High Usage","High Delay"
1759,"2023-03-22 00:00:00",Standard,399,4.1,1,3,3,32,No,"0-6 Months","Low Usage","High Delay"
1760,"2024-10-30 00:00:00",Standard,399,10.9,0,1,20,60,No,"1+ Year","Medium Usage","No/Low Delay"
1761,"2023-09-25 00:00:00",Premium,699,21,6,0,6,50,Yes,"6-12 Months","High Usage","No/Low Delay"
1762,"2024-08-10 00:00:00",Standard,399,13.7,3,5,33,51,Yes,"1+ Year","Medium Usage","High Delay"
1763,"2023-07-10 00:00:00",Standard,399,19.1,6,2,14,47,Yes,"1+ Year","High Usage","No/Low Delay"
1764,"2023-01-06 00:00:00",Standard,399,17,6,1,33,43,Yes,"1+ Year","High Usage","No/Low Delay"
1765,"2024-04-18 00:00:00",Standard,399,1,6,5,14,8,Yes,"1+ Year","Low Usage","High Delay"
1766,"2023-03-07 00:00:00",Premium,699,2.9,3,0,21,45,Yes,"1+ Year","Low Usage","No/Low Delay"
1767,"2023-12-03 00:00:00",Premium,699,18.3,7,4,19,26,Yes,"1+ Year","High Usage","High Delay"
1768,"2023-12-21 00:00:00",Premium,699,12.2,8,0,25,21,Yes,"1+ Year","Medium Usage","No/Low Delay"
1769,"2024-11-20 00:00:00",Standard,399,11.8,7,1,10,34,No,"6-12 Months","Medium Usage","No/Low Delay"
1770,"2023-12-20 00:00:00",Standard,399,10.4,1,5,17,31,Yes,"1+ Year","Medium Usage","High Delay"
1771,"2023-11-19 00:00:00",Basic,199,18.8,8,2,14,19,Yes,"1+ Year","High Usage","No/Low Delay"
1772,"2024-03-01 00:00:00",Standard,399,1.2,2,4,30,22,Yes,"1+ Year","Low Usage","High Delay"
1773,"2023-05-15 00:00:00",Basic,199,14.1,7,1,19,24,No,"1+ Year","Medium Usage","No/Low Delay"
1774,"2023-07-02 00:00:00",Standard,399,2.9,3,1,8,7,No,"6-12 Months","Low Usage","No/Low Delay"
1775,"2023-10-13 00:00:00",Basic,199,14,5,1,26,26,No,"1+ Year","Medium Usage","No/Low Delay"
1776,"2023-08-19 00:00:00",Standard,399,15.9,5,4,24,34,Yes,"1+ Year","High Usage","High Delay"
1777,"2023-07-01 00:00:00",Standard,399,19,4,3,32,10,No,"1+ Year","High Usage","High Delay"
1778,"2023-04-11 00:00:00",Standard,399,0.6,5,3,19,41,Yes,"1+ Year","Low Usage","High Delay"
1779,"2023-08-18 00:00:00",Standard,399,24.4,6,1,27,40,Yes,"1+ Year","High Usage","No/Low Delay"
1780,"2023-06-20 00:00:00",Basic,199,25,6,0,33,20,No,"1+ Year","High Usage","No/Low Delay"
1781,"2024-10-31 00:00:00",Premium,699,17.3,5,0,31,47,No,"1+ Year","High Usage","No/Low Delay"
1782,"2023-09-03 00:00:00",Standard,399,13,3,1,36,29,No,"1+ Year","Medium Usage","No/Low Delay"
1783,"2023-02-01 00:00:00",Basic,199,23.5,3,2,31,8,Yes,"1+ Year","High Usage","No/Low Delay"
1784,"2024-04-17 00:00:00",Basic,199,11.8,7,1,30,50,Yes,"1+ Year","Medium Usage","No/Low Delay"
1785,"2023-03-13 00:00:00",Premium,699,20.2,5,1,8,15,No,"6-12 Months","High Usage","No/Low Delay"
1786,"2023-03-14 00:00:00",Basic,199,17.2,6,4,3,30,No,"0-6 Months","High Usage","High Delay"
1787,"2024-10-24 00:00:00",Standard,399,22.1,8,0,17,45,No,"1+ Year","High Usage","No/Low Delay"
1788,"2023-02-10 00:00:00",Premium,699,11.2,0,2,2,51,Yes,"0-6 Months","Medium Usage","No/Low Delay"
1789,"2023-05-08 00:00:00",Standard,399,18.1,8,5,26,41,Yes,"1+ Year","High Usage","High Delay"
1790,"2024-11-03 00:00:00",Basic,199,21.3,1,5,10,10,No,"6-12 Months","High Usage","High Delay"
1791,"2024-10-19 00:00:00",Standard,399,22.9,7,1,10,16,Yes,"6-12 Months","High Usage","No/Low Delay"
1792,"2023-10-30 00:00:00",Premium,699,11.7,7,1,5,48,Yes,"0-6 Months","Medium Usage","No/Low Delay"
1793,"2024-08-31 00:00:00",Premium,699,8.6,7,5,29,16,No,"1+ Year","Medium Usage","High Delay"
1794,"2024-07-31 00:00:00",Basic,199,4.1,4,0,9,14,No,"6-12 Months","Low Usage","No/Low Delay"
1795,"2024-12-31 00:00:00",Standard,399,8,2,4,19,40,Yes,"1+ Year","Medium Usage","High Delay"
1796,"2024-01-29 00:00:00",Standard,399,4.3,2,1,19,38,Yes,"1+ Year","Low Usage","No/Low Delay"
1797,"2023-01-13 00:00:00",Standard,399,1.2,3,4,15,19,Yes,"1+ Year","Low Usage","High Delay"
1798,"2023-06-24 00:00:00",Standard,399,18.2,8,3,24,30,Yes,"1+ Year","High Usage","High Delay"
1799,"2024-05-11 00:00:00",Standard,399,14.9,8,2,10,33,Yes,"6-12 Months","Medium Usage","No/Low Delay"
1800,"2023-01-15 00:00:00",Premium,699,21.8,7,1,11,30,No,"6-12 Months","High Usage","No/Low Delay"
1801,"2024-09-15 00:00:00",Premium,699,8.9,4,1,5,14,Yes,"0-6 Months","Medium Usage","No/Low Delay"
1802,"2024-10-15 00:00:00",Premium,699,16.4,5,3,8,29,Yes,"6-12 Months","High Usage","High Delay"
1803,"2024-10-03 00:00:00",Basic,199,22.5,3,2,34,42,Yes,"1+ Year","High Usage","No/Low Delay"
1804,"2024-07-04 00:00:00",Basic,199,12.9,4,4,22,34,No,"1+ Year","Medium Usage","High Delay"
1805,"2023-07-07 00:00:00",Basic,199,11.4,8,1,4,15,No,"0-6 Months","Medium Usage","No/Low Delay"
1806,"2023-09-30 00:00:00",Premium,699,6.1,7,1,16,2,No,"1+ Year","Medium Usage","No/Low Delay"
1807,"2023-05-16 00:00:00",Premium,699,2.7,3,5,18,53,No,"1+ Year","Low Usage","High Delay"
1808,"2024-05-03 00:00:00",Premium,699,2,3,1,20,37,No,"1+ Year","Low Usage","No/Low Delay"
1809,"2023-07-21 00:00:00",Standard,399,13.7,0,2,7,50,No,"6-12 Months","Medium Usage","No/Low Delay"
1810,"2023-08-09 00:00:00",Standard,399,11.3,7,1,8,6,No,"6-12 Months","Medium Usage","No/Low Delay"
1811,"2023-04-25 00:00:00",Premium,699,7.8,0,4,32,27,No,"1+ Year","Medium Usage","High Delay"
1812,"2024-04-12 00:00:00",Premium,699,19.5,3,4,29,51,No,"1+ Year","High Usage","High Delay"
1813,"2024-06-03 00:00:00",Basic,199,19,4,3,17,40,Yes,"1+ Year","High Usage","High Delay"
1814,"2023-12-16 00:00:00",Standard,399,7.5,4,2,33,55,Yes,"1+ Year","Medium Usage","No/Low Delay"
1815,"2024-05-14 00:00:00",Standard,399,12.8,7,0,36,48,No,"1+ Year","Medium Usage","No/Low Delay"
1816,"2023-03-09 00:00:00",Basic,199,22.4,8,3,21,31,Yes,"1+ Year","High Usage","High Delay"
1817,"2023-07-07 00:00:00",Standard,399,2.8,7,2,20,40,Yes,"1+ Year","Low Usage","No/Low Delay"
1818,"2024-06-27 00:00:00",Basic,199,19.2,3,2,7,32,Yes,"6-12 Months","High Usage","No/Low Delay"
1819,"2023-06-10 00:00:00",Standard,399,17.3,3,4,7,43,Yes,"6-12 Months","High Usage","High Delay"
1820,"2024-06-12 00:00:00",Basic,199,19.8,2,4,26,42,Yes,"1+ Year","High Usage","High Delay"
1821,"2023-11-07 00:00:00",Standard,399,19.6,4,1,27,59,Yes,"1+ Year","High Usage","No/Low Delay"
1822,"2024-03-11 00:00:00",Standard,399,8,5,5,10,20,Yes,"6-12 Months","Medium Usage","High Delay"
1823,"2023-12-29 00:00:00",Premium,699,19.2,0,3,26,3,No,"1+ Year","High Usage","High Delay"
1824,"2023-08-02 00:00:00",Premium,699,24.4,4,0,9,52,No,"6-12 Months","High Usage","No/Low Delay"
1825,"2024-01-27 00:00:00",Premium,699,7.7,5,0,17,20,No,"1+ Year","Medium Usage","No/Low Delay"
1826,"2023-10-08 00:00:00",Standard,399,14.2,3,1,36,39,No,"1+ Year","Medium Usage","No/Low Delay"
1827,"2024-08-30 00:00:00",Basic,199,6.5,5,5,5,30,No,"0-6 Months","Medium Usage","High Delay"
1828,"2023-09-13 00:00:00",Standard,399,19.6,6,5,3,58,Yes,"0-6 Months","High Usage","High Delay"
1829,"2024-01-14 00:00:00",Standard,399,2,0,5,25,21,Yes,"1+ Year","Low Usage","High Delay"
1830,"2024-02-28 00:00:00",Standard,399,3.2,2,5,19,4,Yes,"1+ Year","Low Usage","High Delay"
1831,"2023-12-02 00:00:00",Basic,199,15,3,4,10,5,No,"6-12 Months","Medium Usage","High Delay"
1832,"2024-12-07 00:00:00",Premium,699,19.2,4,4,35,33,No,"1+ Year","High Usage","High Delay"
1833,"2024-01-05 00:00:00",Basic,199,19.4,1,5,9,45,No,"6-12 Months","High Usage","High Delay"
1834,"2023-07-23 00:00:00",Standard,399,5,7,1,14,29,Yes,"1+ Year","Medium Usage","No/Low Delay"
1835,"2024-03-13 00:00:00",Premium,699,6.8,0,1,17,7,No,"1+ Year","Medium Usage","No/Low Delay"
1836,"2024-01-18 00:00:00",Standard,399,20.1,8,0,32,58,No,"1+ Year","High Usage","No/Low Delay"
1837,"2023-10-17 00:00:00",Basic,199,24.9,8,2,28,50,Yes,"1+ Year","High Usage","No/Low Delay"
1838,"2023-04-26 00:00:00",Premium,699,16,1,4,22,5,No,"1+ Year","High Usage","High Delay"
1839,"2024-10-27 00:00:00",Premium,699,20.1,1,4,11,59,Yes,"6-12 Months","High Usage","High Delay"
1840,"2023-06-05 00:00:00",Basic,199,19.3,6,2,5,29,Yes,"0-6 Months","High Usage","No/Low Delay"
1841,"2024-03-18 00:00:00",Premium,699,2.3,5,3,22,33,Yes,"1+ Year","Low Usage","High Delay"
1842,"2023-01-09 00:00:00",Basic,199,14.6,0,4,26,53,Yes,"1+ Year","Medium Usage","High Delay"
1843,"2023-12-01 00:00:00",Basic,199,11,4,1,21,37,No,"1+ Year","Medium Usage","No/Low Delay"
1844,"2024-08-13 00:00:00",Premium,699,16.5,3,4,30,59,Yes,"1+ Year","High Usage","High Delay"
1845,"2024-06-30 00:00:00",Basic,199,19.4,3,2,13,11,Yes,"1+ Year","High Usage","No/Low Delay"
1846,"2023-11-19 00:00:00",Premium,699,19.6,8,2,3,4,Yes,"0-6 Months","High Usage","No/Low Delay"
1847,"2023-08-11 00:00:00",Basic,199,5.4,2,3,14,17,Yes,"1+ Year","Medium Usage","High Delay"
1848,"2023-01-27 00:00:00",Standard,399,3.9,7,0,2,53,No,"0-6 Months","Low Usage","No/Low Delay"
1849,"2024-01-25 00:00:00",Standard,399,9.8,7,3,14,25,Yes,"1+ Year","Medium Usage","High Delay"
1850,"2024-06-12 00:00:00",Premium,699,2.8,2,4,8,58,Yes,"6-12 Months","Low Usage","High Delay"
1851,"2023-11-21 00:00:00",Basic,199,19,1,3,11,47,No,"6-12 Months","High Usage","High Delay"
1852,"2024-06-04 00:00:00",Standard,399,5.7,1,4,13,23,Yes,"1+ Year","Medium Usage","High Delay"
1853,"2023-04-13 00:00:00",Basic,199,0.9,6,3,30,25,Yes,"1+ Year","Low Usage","High Delay"
1854,"2023-11-04 00:00:00",Standard,399,23.7,1,3,24,60,No,"1+ Year","High Usage","High Delay"
1855,"2023-10-09 00:00:00",Basic,199,16.4,6,3,6,1,No,"6-12 Months","High Usage","High Delay"
1856,"2024-06-15 00:00:00",Premium,699,1.6,3,1,21,36,Yes,"1+ Year","Low Usage","No/Low Delay"
1857,"2024-11-07 00:00:00",Basic,199,17.5,0,0,9,38,No,"6-12 Months","High Usage","No/Low Delay"
1858,"2024-06-15 00:00:00",Standard,399,15.6,2,3,24,11,Yes,"1+ Year","High Usage","High Delay"
1859,"2023-11-10 00:00:00",Basic,199,9.4,1,1,12,1,No,"6-12 Months","Medium Usage","No/Low Delay"
1860,"2023-01-27 00:00:00",Standard,399,22.8,4,4,24,20,Yes,"1+ Year","High Usage","High Delay"
1861,"2024-02-22 00:00:00",Standard,399,22.3,0,5,2,55,Yes,"0-6 Months","High Usage","High Delay"
1862,"2023-12-24 00:00:00",Basic,199,9.7,8,1,35,10,Yes,"1+ Year","Medium Usage","No/Low Delay"
1863,"2024-03-01 00:00:00",Basic,199,10.8,1,0,6,30,No,"6-12 Months","Medium Usage","No/Low Delay"
1864,"2023-09-21 00:00:00",Premium,699,3.8,0,2,29,30,Yes,"1+ Year","Low Usage","No/Low Delay"
1865,"2024-05-04 00:00:00",Basic,199,16.6,5,4,21,42,Yes,"1+ Year","High Usage","High Delay"
1866,"2023-08-19 00:00:00",Standard,399,3.6,8,1,13,51,No,"1+ Year","Low Usage","No/Low Delay"
1867,"2023-09-13 00:00:00",Premium,699,18.7,6,2,6,56,Yes,"6-12 Months","High Usage","No/Low Delay"
1868,"2024-11-15 00:00:00",Basic,199,5,4,2,17,45,No,"1+ Year","Medium Usage","No/Low Delay"
1869,"2024-11-08 00:00:00",Premium,699,13.2,4,1,34,20,No,"1+ Year","Medium Usage","No/Low Delay"
1870,"2023-07-06 00:00:00",Basic,199,18.8,6,5,3,3,No,"0-6 Months","High Usage","High Delay"
1871,"2024-08-08 00:00:00",Basic,199,16,3,1,10,25,Yes,"6-12 Months","High Usage","No/Low Delay"
1872,"2024-08-14 00:00:00",Standard,399,21.5,3,5,31,55,No,"1+ Year","High Usage","High Delay"
1873,"2023-05-01 00:00:00",Standard,399,24.8,7,4,29,16,No,"1+ Year","High Usage","High Delay"
1874,"2023-07-10 00:00:00",Premium,699,16.6,8,2,18,21,No,"1+ Year","High Usage","No/Low Delay"
1875,"2024-11-15 00:00:00",Standard,399,20.3,7,4,22,29,Yes,"1+ Year","High Usage","High Delay"
1876,"2024-07-10 00:00:00",Standard,399,6.9,5,3,34,41,Yes,"1+ Year","Medium Usage","High Delay"
1877,"2023-10-30 00:00:00",Basic,199,6.1,7,0,7,7,No,"6-12 Months","Medium Usage","No/Low Delay"
1878,"2024-05-31 00:00:00",Basic,199,8,6,4,23,60,Yes,"1+ Year","Medium Usage","High Delay"
1879,"2023-08-16 00:00:00",Basic,199,20.6,8,1,26,9,No,"1+ Year","High Usage","No/Low Delay"
1880,"2024-07-30 00:00:00",Basic,199,18.5,5,4,13,38,No,"1+ Year","High Usage","High Delay"
1881,"2024-06-27 00:00:00",Premium,699,1.7,8,2,34,34,Yes,"1+ Year","Low Usage","No/Low Delay"
